"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:58J1l73w3TcdpGqN0n1TiZ","Prayer Of The Refugee","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:4bnL97GIgtX6UCybyDzRMJ","The Sufferer & The Witness [International Version (Explicit)]","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","2006-06-30","https://i.scdn.co/image/ab67616d0000b273cd97bdaa77ffd89f39b9e458","1","6","195837","https://p.scdn.co/mp3-preview/99f76c5f0b2bd1c90d197cd272b04677d0a6e439?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USUM70603971","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:42:31Z"
"spotify:track:26095IcivgfeCsNSDswY71","Nothing For Me Here","spotify:artist:7fWgqc4HJi3pcHhK8hKg2p","Dope","spotify:album:0k6Ew5871sZiRi8px0iEYr","No Regrets","spotify:artist:7fWgqc4HJi3pcHhK8hKg2p","Dope","2009-03-10","https://i.scdn.co/image/ab67616d0000b2732e83ffd9886c05af4a09ee60","1","16","182560","https://p.scdn.co/mp3-preview/bed6a35e82465afe567eeab1211a68ce33f8d942?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USKO10900167","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:42:38Z"
"spotify:track:0F2LiyHp9E0pAanpfnzHNp","Cherub Rock - 2011 Remaster","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","The Smashing Pumpkins","spotify:album:2Qs2SpclDToB087fLolhCN","Siamese Dream (2011 - Remaster)","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","The Smashing Pumpkins","1993-07-27","https://i.scdn.co/image/ab67616d0000b273f00d9c29f0eb7691f908f23a","1","1","298253","https://p.scdn.co/mp3-preview/69d7ef5639f25831ad0be8d436054ef0eaa1b31f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","USVI21100146","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:42:44Z"
"spotify:track:46QazXxQS0B31CnbRCy8CV","Rock You Like a Hurricane - 2011","spotify:artist:27T030eWyCQRmDyuvr1kxY","Scorpions","spotify:album:4vQ96yyyYbaeTQujH3iTtd","Comeblack","spotify:artist:27T030eWyCQRmDyuvr1kxY","Scorpions","2011-11-07","https://i.scdn.co/image/ab67616d0000b2739f2023d391c3bd4acf4d51c6","1","4","255573","https://p.scdn.co/mp3-preview/8beafb6115a9ad167349bb89151e0fda6e7d37df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","DEE861101522","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:42:49Z"
"spotify:track:5cTo534XBM6ZB04ibHOARl","Cult of Personality","spotify:artist:6Uhp7WA6sjm5ZL6Xz561de","Living Colour","spotify:album:13KeZbkhJJgR6NT9yjuJfA","Playlist: The Very Best Of Living Colour","spotify:artist:6Uhp7WA6sjm5ZL6Xz561de","Living Colour","2009-04-09","https://i.scdn.co/image/ab67616d0000b273ebf1c1f9d1b7641849987a3a","1","3","294933","https://p.scdn.co/mp3-preview/682df0fd20531188e791506cba35cd3cc2d1bbcd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USSM18800018","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:42:55Z"
"spotify:track:7ouMYWpwJ422jRcDASZB7P","Knights of Cydonia","spotify:artist:12Chz98pHFMPJEknJQMWvI","Muse","spotify:album:0lw68yx3MhKflWFqCsGkIs","Black Holes and Revelations","spotify:artist:12Chz98pHFMPJEknJQMWvI","Muse","2006-06-28","https://i.scdn.co/image/ab67616d0000b27328933b808bfb4cbbd0385400","1","11","366213","https://p.scdn.co/mp3-preview/8196f1d0cb4c14a5a5bd1ab078c6893b30dab102?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","GBAHT0500600","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:42:59Z"
"spotify:track:0uzyN8QWbPGpOQLAXh27El","Holiday In Cambodia","spotify:artist:30U8fYtiNpeA5KH6H87QUV","Dead Kennedys","spotify:album:3ep27mtxMyke8ihg82tRB0","OMFG! That’s Punk","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2009-06-23","https://i.scdn.co/image/ab67616d0000b273f3dc3566b228972ac0a423be","1","1","224866","https://p.scdn.co/mp3-preview/fbc40810df1349a92dc1077e586807d6c8feed56?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA560456451","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:03Z"
"spotify:track:6k6gzf2RjLHawPOvxXimdv","Miss Murder","spotify:artist:19I4tYiChJoxEO5EuviXpz","AFI","spotify:album:1kVYkKpiAQG912Ue2EzT7Z","Guitar Hero III Legends of Rock Companion Pack","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2007-01-01","https://i.scdn.co/image/ab67616d0000b273bcd93b95683ca20bfbe2805a","1","4","205706","https://p.scdn.co/mp3-preview/6dc91d48d35ba17b8e6725d51d3b22590a059757?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM70602578","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:08Z"
"spotify:track:2QWiLP3WiFMtmJ08nUTWUC","Avalancha","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","spotify:album:3AikSptzlt3YvobRSMqL68","Avalancha","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","1995-11-07","https://i.scdn.co/image/ab67616d0000b273e55be22cd0085496fee07b29","1","5","358133","https://p.scdn.co/mp3-preview/f5af83db5ed4f643cfedcbefa85289c7c1fc181e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","ES5089603089","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:11Z"
"spotify:track:5qm0KiVKMXW1kq6VrnIhz5","Cliffs Of Dover - Instrumental","spotify:artist:4CxobvwTpmfpIEbkYh4pAb","Eric Johnson","spotify:album:4euX7BHHIVZecdn7Ii3eg2","Ah Via Musicom","spotify:artist:4CxobvwTpmfpIEbkYh4pAb","Eric Johnson","1990","https://i.scdn.co/image/ab67616d0000b27351136aeb3f6b077a3f9d9a0f","1","2","249767","https://p.scdn.co/mp3-preview/9841dfc7b3f3e1a530712121e9ae8fa71bb1014a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USCA28900086","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:23Z"
"spotify:track:1wdd1nH9JwrVc32RUmSySE","Before I Forget","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:3WiKW2EnGNjHzm0dSVbuDj","Vol 3. The Subliminal Verses [Special Edition]","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2004","https://i.scdn.co/image/ab67616d0000b273137bf0b70ff8b0ed53542c43","1","10","278600","https://p.scdn.co/mp3-preview/0f77f34ecc9516fa50dc8c720c41f2a85c836a98?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","NLA320420824","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:26Z"
"spotify:track:07q0QVgO56EorrSGHC48y3","I Was Made For Lovin' You","spotify:artist:07XSN3sPlIlB2L2XNcTwJw","KISS","spotify:album:4FA68GsblSfvKZZRfM1tI1","Dynasty","spotify:artist:07XSN3sPlIlB2L2XNcTwJw","KISS","1979-03-23","https://i.scdn.co/image/ab67616d0000b2734384b6976cadaec272114022","1","1","271240","https://p.scdn.co/mp3-preview/b1b157ab314c7b457e21318a7035c6a44555f1b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USPR39330175","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:31Z"
"spotify:track:5jGF6KNfRM0wyXE7ph8Luo","Kool Thing","spotify:artist:5UqTO8smerMvxHYA5xsXb6","Sonic Youth","spotify:album:3UtwwyxXGSiA10BOuRhRGn","Goo (Deluxe Edition)","spotify:artist:5UqTO8smerMvxHYA5xsXb6","Sonic Youth","1990","https://i.scdn.co/image/ab67616d0000b273195f102955fc0833c330c2db","1","4","246400","https://p.scdn.co/mp3-preview/57c1425609bd274cc428bcc242b850daecee8e88?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USGF19029704","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:41Z"
"spotify:track:5IX4TbIR5mMHGE4wiWwKW0","One","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:6Eycw3dwcDMEFSqkUvLQ7g","...And Justice For All","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1988-08-25","https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7","1","4","447440","https://p.scdn.co/mp3-preview/13ffb41390b22c9c2b97ba61a9ea9cb2055b5597?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","GBAMC9400003","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:44Z"
"spotify:track:47ghoSv4S94t0Qhrg3HvjR","Monsters","spotify:artist:5cCgzhFyRJVydeO23BqgLG","Matchbook Romance","spotify:album:3h01KrEnachlIT2z7vfFlE","Voices","spotify:artist:5cCgzhFyRJVydeO23BqgLG","Matchbook Romance","2006-02-14","https://i.scdn.co/image/ab67616d0000b273b66696ced618ac26af8350e4","1","5","243746","https://p.scdn.co/mp3-preview/337f40c68b8dc1f2876cccbe20c90103a60643db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USEP40604105","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:48Z"
"spotify:track:1Kvjmr2oqZjzhryoEKzqij","Paint It, Black","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","spotify:album:3LcLR5Mpdj6C5jiaReLvDt","GRRR! (Deluxe Version)","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","2012-01-01","https://i.scdn.co/image/ab67616d0000b2736532fc9dd9d768d64b4e28c5","1","12","203053","https://p.scdn.co/mp3-preview/1db9cec19ec2902b6071214ba3d8f5519f8593c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA171010213","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:51Z"
"spotify:track:3gNGi2iUGHXGpBQHce6Nua","When You Were Young","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","spotify:album:62zNw66LWCYoYSPGkJ2qCm","Sam's Town","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","2006-10-03","https://i.scdn.co/image/ab67616d0000b273a1fa9bedf4794b53c1d2f259","1","3","220426","https://p.scdn.co/mp3-preview/314efbfac26df58f98898087eaa9f56ae2dca944?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","USUM70605164","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:55Z"
"spotify:track:4ltXPf327ewFdmTPp5Skow","Lay Down","spotify:artist:3RxjSLIz5osqOhGarH9lFV","Priestess","spotify:album:7xKeRnOx2c7Ul0rkQcEzD2","Hello Master","spotify:artist:3RxjSLIz5osqOhGarH9lFV","Priestess","2006-06-12","https://i.scdn.co/image/ab67616d0000b273afa92308dca04268bb5c3f00","1","2","185800","https://p.scdn.co/mp3-preview/74a35848b48071e1b4579921fba0cf87765dd11d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USRC10600136","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:43:59Z"
"spotify:track:3L8WgDYS5TtwbyxOPSAiFf","Paranoid","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","spotify:album:714ndVxSx8lIWhQxdbcXIs","Paranoid","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","1970-09-18","https://i.scdn.co/image/ab67616d0000b273cfa6ec6d5374ce8aec1a73f5","1","2","167933","https://p.scdn.co/mp3-preview/8b4eb14f1ee6731c90c04cf006b3f18fe0cebaa0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","GBAJE7000057","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:44:02Z"
"spotify:track:4nmne9J3YCEdhvjTzwiAgu","Black Magic Woman","spotify:artist:6GI52t8N5F02MxU0g5U69P","Santana","spotify:album:6FbFvnlSfEoNhwz5MdK0Dx","Ultimate Santana","spotify:artist:6GI52t8N5F02MxU0g5U69P","Santana","2007-09-25","https://i.scdn.co/image/ab67616d0000b2735ffffefb4343759b63f72598","1","6","195866","https://p.scdn.co/mp3-preview/7cd8cb03bbf216b390c487efdf60c74dd8b03030?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USSM17000640","spotify:user:75p2140e0alu9ardn51dih4ci","2020-12-24T04:44:14Z"
"spotify:track:5jH8ecmEyX08pQ06T0h6ly","Last Child","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","spotify:album:5Uv5LmSKTT9okGkr3l9MjR","Rocks","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","1976-05-14","https://i.scdn.co/image/ab67616d0000b27387d4e1a562b395b647ff8c6a","1","2","206266","https://p.scdn.co/mp3-preview/ef153da5145c3a8147af8b372b03156f44a1f3ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USSM19930827","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-02T20:07:47Z"
"spotify:track:1oYYd2gnWZYrt89EBXdFiO","Message In A Bottle","spotify:artist:5NGO30tJxFlKixkPSgXcFE","The Police","spotify:album:2EpuND32cO7CX0gXZl2NB6","Reggatta De Blanc (Remastered 2003)","spotify:artist:5NGO30tJxFlKixkPSgXcFE","The Police","1979-10-02","https://i.scdn.co/image/ab67616d0000b2738ec81cc654b45ade8bdf1486","1","1","290280","https://p.scdn.co/mp3-preview/065b9b3a34d9153ff2985426acfa55b8196ba50e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBAAM0201170","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-02T20:19:05Z"
"spotify:track:2pA1EyG0yjSbSoYJM4O16I","Impulse","spotify:artist:4sfKoex9YB5zZ0HSuBVpeF","An Endless Sporadic","spotify:album:42UPrBhzeVxH340g3yUMUT","Ameliorate","spotify:artist:4sfKoex9YB5zZ0HSuBVpeF","An Endless Sporadic","2008-07-07","https://i.scdn.co/image/ab67616d0000b2738370a414b96e8e1a915d66a1","1","2","265665","https://p.scdn.co/mp3-preview/a0332e7187d935bb3f19ff32b941b7466498c7b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USTC50895203","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-08T04:36:08Z"
"spotify:track:59WN2psjkt1tyaxjspN8fp","Killing In The Name","spotify:artist:2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine","spotify:album:4Io5vWtmV1rFj4yirKb4y4","Rage Against The Machine - XX (20th Anniversary Special Edition)","spotify:artist:2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine","1992","https://i.scdn.co/image/ab67616d0000b27354ab617bc2d4974ab6ffbece","1","2","313573","https://p.scdn.co/mp3-preview/998d3604b68754c11bc0a9af64291ac1f91fb0d8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","USSM11205433","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-09T03:01:03Z"
"spotify:track:7fC9Hp9RFSDNpgRnSY2Ahj","Misirlou","spotify:artist:6Ycrt8OjGSSFihsb0446eg","Dick Dale","spotify:album:0N97YI1v4i0bbIlJrPhcjR","Surfer´s Paradise, Vol.1","spotify:artist:6Ycrt8OjGSSFihsb0446eg","Dick Dale","2013-09-13","https://i.scdn.co/image/ab67616d0000b273c8a27d799f80f9dd45ef71d1","1","2","135986","https://p.scdn.co/mp3-preview/84efc272c85b78a7571804767a2ed075d4be778e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","DEBL60523336","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-09T03:09:30Z"
"spotify:track:0TI8TP4FitVPoEHPTySx48","Iron Man","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","spotify:album:132qAo1cDiEJdA3fv4xyNK","Paranoid (2009 Remastered Version)","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","1970-09-18","https://i.scdn.co/image/ab67616d0000b2739683e5d7361bb80bfb00f46d","1","4","354773","https://p.scdn.co/mp3-preview/dc00ba57bdadd83a4c1339352a7f228586fb59d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","GBAJE7000085","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-11T17:33:45Z"
"spotify:track:3pYKJaLiixRcDFfcNhxZKK","The Metal","spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh","Tenacious D","spotify:album:3tYcwViLCWsT1ssa5p7V7A","The Pick Of Destiny","spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh","Tenacious D","2006-11-02","https://i.scdn.co/image/ab67616d0000b273bc90b4b507565e1fae75033d","1","15","165960","https://p.scdn.co/mp3-preview/d36645cca76c86a1e2329c4f7d6b62f59d639f52?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USSM10605856","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-11T17:33:49Z"
"spotify:track:1yc53HK08sDab7PDFgnLWk","Laid to Rest","spotify:artist:3JFsVIxOn7STeilPICkkB2","Lamb of God","spotify:album:3ffdUrEvCQJX6mn2ZTq93m","Ashes of the Wake (15th Anniversary)","spotify:artist:3JFsVIxOn7STeilPICkkB2","Lamb of God","2004-08-31","https://i.scdn.co/image/ab67616d0000b273b12877d8bdfaa0f19b4624fa","1","1","230127","https://p.scdn.co/mp3-preview/79645cb1733f000be2b680fe980a1c05c9861103?cid=9950ac751e34487dbbe027c4fd7f8e99","true","2","USSM10409073","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-18T01:32:08Z"
"spotify:track:0nLiqZ6A27jJri2VCalIUs","Nothing Else Matters","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:2Kh43m04B1UkVcpcRa1Zug","Metallica","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1991-08-12","https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802","1","8","388266","https://p.scdn.co/mp3-preview/adcce97eb806b9bcf80b585dc9b5f126b9b7740d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","GBF089190020","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-25T00:10:05Z"
"spotify:track:5sICkBXVmaCQk5aISGR3x1","Enter Sandman","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:2Kh43m04B1UkVcpcRa1Zug","Metallica","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1991-08-12","https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802","1","1","331266","https://p.scdn.co/mp3-preview/e0405f383b8ba590839e0d1731f90f02a0ed151a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","GBF089190013","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-25T00:10:06Z"
"spotify:track:2MuWTIM3b0YEAskbeeFE1i","Master Of Puppets","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:2Lq2qX3hYhiuPckC8Flj21","Master Of Puppets (Remastered)","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1986-03-03","https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20","1","2","515386","https://p.scdn.co/mp3-preview/ebeaaaf6c2096323bbb8e187544b0de0f8950fd5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","QMKHM1600219","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-25T00:10:11Z"
"spotify:track:2517AuTvR5dMxc7IKG1ThD","Dyers Eve","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:6Eycw3dwcDMEFSqkUvLQ7g","...And Justice For All","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1988-08-25","https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7","1","9","313360","https://p.scdn.co/mp3-preview/11f6c04505949f76845cd87b2ab0cc5323cddb76?cid=9950ac751e34487dbbe027c4fd7f8e99","true","1","GBAMC8800011","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-25T00:10:24Z"
"spotify:track:0snQkGI5qnAmohLE7jTsTn","Toxicity","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:6jWde94ln40epKIQCd8XUh","Toxicity","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","2001-09-04","https://i.scdn.co/image/ab67616d0000b27307bc7d2a745636c356b4d0aa","1","12","218933","https://p.scdn.co/mp3-preview/7a1ac1f1f9af931e9c735aa1474352042981b5a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USSM10107262","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-26T15:30:07Z"
"spotify:track:4OROzZUy6gOWN4UGQVaZMF","The Trooper - 2015 Remaster","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","spotify:album:7I9Wh2IgvI3Nnr8Z1ZSWby","Piece of Mind (2015 Remaster)","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","1983","https://i.scdn.co/image/ab67616d0000b2732277d1a849a63c7075ec38ff","1","5","252733","https://p.scdn.co/mp3-preview/44ed0e1d3b2183b4e3a3c0413a47b92ff9b0a485?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","GBCHB1800032","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-26T15:31:07Z"
"spotify:track:2J3XzDLjbXkny8qhr33zTh","Frantic","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:0HKpzK9ZoJ0oVA43E5gewM","St. Anger","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","2003-01-01","https://i.scdn.co/image/ab67616d0000b273ee5869b2880109918fc47199","1","1","350358","https://p.scdn.co/mp3-preview/3c605277217f06fdd695ce447d2a1081fec27c95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","GBAMC0300001","spotify:user:75p2140e0alu9ardn51dih4ci","2021-01-26T20:03:32Z"
"spotify:track:6UB9mShVLbMm0W4e6vud4C","Battery","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:2Lq2qX3hYhiuPckC8Flj21","Master Of Puppets (Remastered)","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1986-03-03","https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20","1","1","312360","https://p.scdn.co/mp3-preview/5cdab85153d052160533a07cf71e83118d982a2e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","QMKHM1600218","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-01T03:55:32Z"
"spotify:track:6RJdYpFQwLyNfDc5FbjkgV","Stricken","spotify:artist:3TOqt5oJwL9BE2NG9MEwDa","Disturbed","spotify:album:0Te7OvzuUMnbsqCneIDUm6","Ten Thousand Fists","spotify:artist:3TOqt5oJwL9BE2NG9MEwDa","Disturbed","2005-09-19","https://i.scdn.co/image/ab67616d0000b273bbdafec608fc5329ec2ad831","1","5","245226","https://p.scdn.co/mp3-preview/2ae79dd6817e1027721cec48211d3473a5eb8a13?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USRE10500766","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-04T16:27:08Z"
"spotify:track:2SgbR6ttzoNlCRGQOKjrop","Cowboys from Hell","spotify:artist:14pVkFUHDL207LzLHtSA18","Pantera","spotify:album:5szY4sBOSD6IFjFN1RtWTe","Cowboys from Hell","spotify:artist:14pVkFUHDL207LzLHtSA18","Pantera","1990-07-20","https://i.scdn.co/image/ab67616d0000b2730ce52f4ba340a1e459e6a978","1","1","243533","https://p.scdn.co/mp3-preview/e158661a87fc20cac267757caf076d719c56cdf6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","74","USEE10170414","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-08T00:58:29Z"
"spotify:track:7eZbzL7QD69KAbOygX39lr","Thunderhorse","spotify:artist:7u12AuhJ5AaJIgZAZe0US8","Metalocalypse: Dethklok","spotify:album:6YVSzU89AisNDfVK4HUt69","The Dethalbum","spotify:artist:7u12AuhJ5AaJIgZAZe0US8","Metalocalypse: Dethklok","2007-06-25","https://i.scdn.co/image/ab67616d0000b273533644c194069d80a08109cf","1","9","165893","https://p.scdn.co/mp3-preview/4b510788837734914bcba24867fdafb76808cbb0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","USYWT0700028","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-08T03:49:43Z"
"spotify:track:2DlHlPMa4M17kufBvI2lEN","Chop Suey!","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:6jWde94ln40epKIQCd8XUh","Toxicity","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","2001-09-04","https://i.scdn.co/image/ab67616d0000b27307bc7d2a745636c356b4d0aa","1","6","210240","https://p.scdn.co/mp3-preview/00ee92420f3919ac0014fdb108b747abd704f2fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","USSM10107256","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-08T03:58:15Z"
"spotify:track:11LmqTE2naFULdEP94AUBa","Heart-Shaped Box","spotify:artist:6olE6TJLqED3rqDCT0FyPh","Nirvana","spotify:album:6ohX7moZZnF1FwYrli1OJ6","In Utero (Deluxe Edition)","spotify:artist:6olE6TJLqED3rqDCT0FyPh","Nirvana","1993-09-21","https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c","1","3","281160","https://p.scdn.co/mp3-preview/71c2606b4c7b16f217c033319f155f265c0666ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USGF19960703","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-08T04:02:11Z"
"spotify:track:7CZyCXKG6d5ALeq41sLzbw","Take What You Want (feat. Ozzy Osbourne & Travis Scott)","spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:6ZLTlhejhndI4Rh53vYhrY, spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Post Malone, Ozzy Osbourne, Travis Scott","spotify:album:4g1ZRSobMefqF6nelkgibi","Hollywood's Bleeding","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","2019-09-06","https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02","1","9","229573","https://p.scdn.co/mp3-preview/4212daa40ad717debecda340e929258d5f55cc7c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USUM71915731","spotify:user:75p2140e0alu9ardn51dih4ci","2021-02-08T04:07:12Z"
