"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:6vAQtUlYrzolE6SS9QCTs5","All Out Life","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:65QFxYBGGQGGvAcW0YNMXa","All Out Life","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2018-10-31","https://i.scdn.co/image/ab67616d0000b273120ad9d866b0575b2afeeafb","1","1","340132","https://p.scdn.co/mp3-preview/b0dc63a6f15cd4c7284c04c03335974a5138e9b2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","NLA321800291","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:21:31Z"
"spotify:track:7DDtR2AfAcLGtSDJ0BQbhU","No Absolution","spotify:artist:5Vy1NbrZXTMTAGFa4Im6hN","Lost Society","spotify:album:2ULVvqYZlzwhqkIricvuWs","No Absolution","spotify:artist:5Vy1NbrZXTMTAGFa4Im6hN","Lost Society","2020-02-21","https://i.scdn.co/image/ab67616d0000b273b1d5e8a5aaf31a7480ec4a83","1","2","250253","https://p.scdn.co/mp3-preview/bc8903a1caf6a2b3cf7653424237daabf39d8223?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","FIGBE1900001","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:21:39Z"
"spotify:track:6AUfiRcpnffzH1KhI121f1","Warranty","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:3hWTXO0w02D6YpVRyLRmQz","The End, So Far","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2022-09-30","https://i.scdn.co/image/ab67616d0000b273c3eedff14af24fdd988ed1a7","1","6","231146","https://p.scdn.co/mp3-preview/ed3523c4d205e9291053275d897eb18d8ae90ab2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","NLA322200090","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:21:48Z"
"spotify:track:2gscB6kDOmrv1P6qs2KXE3","Wait and Bleed","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:2dL9Q5AtIv4Rw1L6lKcIUc","Slipknot (10th Anniversary Edition)","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2009-09-09","https://i.scdn.co/image/ab67616d0000b27379185e24a84ad5d0ad463d20","1","4","147840","https://p.scdn.co/mp3-preview/23aa1d9e631f6e5df1dfe0ac31ac9ef9f4dd6ff6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","NLA329980194","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:21:52Z"
"spotify:track:5mpUKTdskZea0gStWzeHUZ","Unsainted","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:754RY5WpZ2LTUZsk8kDBju","We Are Not Your Kind","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2019-08-09","https://i.scdn.co/image/ab67616d0000b27326f20b4d67c0c7b0f137ce4f","1","2","260773","https://p.scdn.co/mp3-preview/cd1a8cd8f5d7e08aed985c345e191bb0dda4793a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","NLA321900089","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:21:55Z"
"spotify:track:6WCkyaVmut83CtBFEUhDo4","Solway Firth","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:754RY5WpZ2LTUZsk8kDBju","We Are Not Your Kind","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2019-08-09","https://i.scdn.co/image/ab67616d0000b27326f20b4d67c0c7b0f137ce4f","1","14","355540","https://p.scdn.co/mp3-preview/57490e4afbf90b15db9b15d6d591b1917621e7bd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","NLA321900106","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:22:00Z"
"spotify:track:53QqFzAWnl7D8IVBvCmRtc","Peephole","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:3sSfjX4fhZonjyZ10x0l0f","System Of A Down (Deluxe Version)","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","1998","https://i.scdn.co/image/ab67616d0000b2734e7ff4a30597e57f5bc988f9","1","10","244093","https://p.scdn.co/mp3-preview/1318ce48c483a6e06ab8ffbd4944037095cf3ce3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","USSM19800858","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:22:09Z"
"spotify:track:1qGmxIGEuBEkj7bft72Kh0","Suite-Pee","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:3sSfjX4fhZonjyZ10x0l0f","System Of A Down (Deluxe Version)","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","1998","https://i.scdn.co/image/ab67616d0000b2734e7ff4a30597e57f5bc988f9","1","1","151733","https://p.scdn.co/mp3-preview/b9c035911de9109b878afea3e1d295ddc01c88a2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","15","USSM19800758","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:22:13Z"
"spotify:track:60knpe02nSLudHQYX2FZBI","Hive Mind","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:3hWTXO0w02D6YpVRyLRmQz","The End, So Far","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2022-09-30","https://i.scdn.co/image/ab67616d0000b273c3eedff14af24fdd988ed1a7","1","5","315906","https://p.scdn.co/mp3-preview/dc08fb1986127463fe2bff7c4c87e609ef6d47a0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","52","NLA322200089","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:22:16Z"
"spotify:track:2dAI0qoOTobcP8yQAr6RYz","At Doom's Gate (DOOM E1M1)","spotify:artist:7zdmbPudNX4SQJXnYIuCTC","Daniel Tidwell","spotify:album:7v1uluwfV91tcoGJ6JClOo","At Doom's Gate (DOOM E1M1)","spotify:artist:7zdmbPudNX4SQJXnYIuCTC","Daniel Tidwell","2015-07-31","https://i.scdn.co/image/ab67616d0000b2732059a14f1241678f8c8fb236","1","1","197842","https://p.scdn.co/mp3-preview/279ce08d530eb752ebc21c0662aab90b48693464?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USE830997204","spotify:user:75p2140e0alu9ardn51dih4ci","2023-01-15T07:22:20Z"
"spotify:track:43NEu8Y1AiHMtjsDiBS64T","If You Want Peace... Prepare For War","spotify:artist:1xUhNgw4eJDZfvumIpcz1B","Children Of Bodom","spotify:album:79DzJ47LPkstBgi1Hu5Opm","Are You Dead Yet?","spotify:artist:1xUhNgw4eJDZfvumIpcz1B","Children Of Bodom","2005-01-01","https://i.scdn.co/image/ab67616d0000b273ce9a832a591230fe36a06725","1","3","237640","https://p.scdn.co/mp3-preview/1f03eaf435a49b6ed4e64cfff97c255a6d1eca53?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","FISFS0500158","spotify:user:75p2140e0alu9ardn51dih4ci","2023-05-05T00:06:53Z"
"spotify:track:0MKJ9N9Pnn4AoNjjRvLTuk","Trashed, Lost And Strungout","spotify:artist:1xUhNgw4eJDZfvumIpcz1B","Children Of Bodom","spotify:album:79DzJ47LPkstBgi1Hu5Opm","Are You Dead Yet?","spotify:artist:1xUhNgw4eJDZfvumIpcz1B","Children Of Bodom","2005-01-01","https://i.scdn.co/image/ab67616d0000b273ce9a832a591230fe36a06725","1","8","241640","https://p.scdn.co/mp3-preview/b49391e342a199743ea26fe93666587f9cf9deaf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","40","FISFS0400161","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-04T03:36:07Z"
"spotify:track:5B4CZkaSY69pP5ENN2oaII","The Blind Leader","spotify:artist:2YPVtFn6SsYNntkmrdDpGF","Kalmah","spotify:album:5ssIGgzLxRuO3Nt1uY8AOd","They Will Return","spotify:artist:2YPVtFn6SsYNntkmrdDpGF","Kalmah","2016-01-07","https://i.scdn.co/image/ab67616d0000b27358ddf2fc3368fdf716fb4012","1","7","246066","https://p.scdn.co/mp3-preview/22b80ca9c6a7784731e4796f06bfcc2ce30bccfa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","FIUM70700136","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-04T03:56:11Z"
"spotify:track:0a7BloCiNzLDD9qSQHh5m7","Dance, Dance","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","spotify:album:5nkUSlIhtoJZMOUlB0sNCp","From Under The Cork Tree","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","2005-05-03","https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5","1","3","180266","https://p.scdn.co/mp3-preview/398fc812d44d1777c638905903c8a575997cee84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USDJ20500174","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-15T01:55:59Z"
"spotify:track:3Wg9BDahN3lJv2oBYRqtQq","A Past Beyond Memory","spotify:artist:2ap0VHaEzqmw4tIMmIV7S6","Into Eternity","spotify:album:0fy7Z7GsAlfNtRiun80mNI","The Scattering of Ashes","spotify:artist:2ap0VHaEzqmw4tIMmIV7S6","Into Eternity","2006-07-13","https://i.scdn.co/image/ab67616d0000b27360ebc80b401bf01e0a4979d3","1","6","218253","https://p.scdn.co/mp3-preview/e8d85ae2e58f31bdcfc888ec252fedaea924ee44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","US4E40637606","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:19:52Z"
"spotify:track:6ab8aFARxn63vq6KiTGnSz","DON'T WANNA SLEEP","spotify:artist:0lAWpj5szCSwM4rUMHYmrr","Måneskin","spotify:album:2KUaR4K36tSliwAoUA1gcs","RUSH!","spotify:artist:0lAWpj5szCSwM4rUMHYmrr","Måneskin","2023-01-20","https://i.scdn.co/image/ab67616d0000b273c1b211b5fcdef31be5f806df","1","8","156057","https://p.scdn.co/mp3-preview/e0889c3a60d5407b951ed466058823aebb28e7a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","ITB002200847","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:20:37Z"
"spotify:track:6156ZPGcezId0Bmw7x7c7K","The Sin and the Sentence","spotify:artist:278ZYwGhdK6QTzE3MFePnP","Trivium","spotify:album:3qq44o8Qqvz5JQ7b5AevLT","The Sin and the Sentence","spotify:artist:278ZYwGhdK6QTzE3MFePnP","Trivium","2017-10-20","https://i.scdn.co/image/ab67616d0000b27349297ff523b7098a50195711","1","1","349869","https://p.scdn.co/mp3-preview/4db52d40404fd7beae8ae2dc5ab14fdf4163f959?cid=9950ac751e34487dbbe027c4fd7f8e99","true","52","NLA321700251","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:20:43Z"
"spotify:track:0XonjMgieW7uTIeAXzgbAB","Amongst The Shadows & The Stones","spotify:artist:278ZYwGhdK6QTzE3MFePnP","Trivium","spotify:album:0aXIJYbWk4u41iJmoJmp8y","What The Dead Men Say","spotify:artist:278ZYwGhdK6QTzE3MFePnP","Trivium","2020-04-24","https://i.scdn.co/image/ab67616d0000b273053856f041db4e42b97621f9","1","4","340288","https://p.scdn.co/mp3-preview/6b6471aece8255ec83648f5039688aaee75811dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","NLA322000010","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:20:47Z"
"spotify:track:71tM20RVoYqUUs9EDOso2v","OWN MY MIND","spotify:artist:0lAWpj5szCSwM4rUMHYmrr","Måneskin","spotify:album:2KUaR4K36tSliwAoUA1gcs","RUSH!","spotify:artist:0lAWpj5szCSwM4rUMHYmrr","Måneskin","2023-01-20","https://i.scdn.co/image/ab67616d0000b273c1b211b5fcdef31be5f806df","1","1","191856","https://p.scdn.co/mp3-preview/de0d901f56e9b427a4edf41fb31e6fccb452515d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","ITB002200840","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:20:53Z"
"spotify:track:1IbxJ3jbvSLmaecRamvtui","Bad Omen - Remastered","spotify:artist:1Yox196W7bzVNZI7RBaPnf","Megadeth","spotify:album:4U8ZF5zDIRy4lBnnXBN2uO","Peace Sells...But Who's Buying? (Expanded Edition - Remastered)","spotify:artist:1Yox196W7bzVNZI7RBaPnf","Megadeth","1986","https://i.scdn.co/image/ab67616d0000b2738fc06398d8852596d4981252","1","6","243426","https://p.scdn.co/mp3-preview/3d1c947312a07e014ab40f05248b2be5764a8df1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","USCA20400664","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:20:59Z"
"spotify:track:009aJqwtazpcpmOW3YbwDx","Devils Island - 2004 Remaster","spotify:artist:1Yox196W7bzVNZI7RBaPnf","Megadeth","spotify:album:4U8ZF5zDIRy4lBnnXBN2uO","Peace Sells...But Who's Buying? (Expanded Edition - Remastered)","spotify:artist:1Yox196W7bzVNZI7RBaPnf","Megadeth","1986","https://i.scdn.co/image/ab67616d0000b2738fc06398d8852596d4981252","1","4","305200","https://p.scdn.co/mp3-preview/1a8d0a317ed105cc3084b1d0970f4042d7c85897?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USCA20400659","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:21:02Z"
"spotify:track:1eMAvM3f4X9HdlpcXYwgBc","Pain Through Breathing","spotify:artist:2ap0VHaEzqmw4tIMmIV7S6","Into Eternity","spotify:album:0fy7Z7GsAlfNtRiun80mNI","The Scattering of Ashes","spotify:artist:2ap0VHaEzqmw4tIMmIV7S6","Into Eternity","2006-07-13","https://i.scdn.co/image/ab67616d0000b27360ebc80b401bf01e0a4979d3","1","9","232213","https://p.scdn.co/mp3-preview/9ecf3d34956c2c64960dd40c4017f23bdf6aff31?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","US4E40637609","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:21:09Z"
"spotify:track:6VdoivAOy8oRR6Pmpw4Ux4","My Last Words - Remastered","spotify:artist:1Yox196W7bzVNZI7RBaPnf","Megadeth","spotify:album:4U8ZF5zDIRy4lBnnXBN2uO","Peace Sells...But Who's Buying? (Expanded Edition - Remastered)","spotify:artist:1Yox196W7bzVNZI7RBaPnf","Megadeth","1986","https://i.scdn.co/image/ab67616d0000b2738fc06398d8852596d4981252","1","8","295333","https://p.scdn.co/mp3-preview/9dfd0f928c261495e0d70276fb10cb2d6e242f4c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USCA20400667","spotify:user:75p2140e0alu9ardn51dih4ci","2023-06-29T02:21:13Z"
"spotify:track:003vvx7Niy0yvhvHt4a68B","Mr. Brightside","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","spotify:album:4piJq7R3gjUOxnYs6lDCTg","Hot Fuss","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","2004","https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d","1","2","222973","https://p.scdn.co/mp3-preview/848b1bd5544e82f62f9cfcec65362d0f5369781f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","87","USIR20400274","spotify:user:75p2140e0alu9ardn51dih4ci","2023-08-10T20:39:49Z"
"spotify:track:0L7n1R57CdEhpGAU3Ivase","White Knuckles","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","spotify:album:5WKUwwYLzwSJAwMCrxhCdj","The Way of the Fist","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","2007-07-31","https://i.scdn.co/image/ab67616d0000b2732451bb3248238cd835906aae","1","7","249973","https://p.scdn.co/mp3-preview/d15f38bf3141b098f34b8bfa8b8a8cb0dc89d281?cid=9950ac751e34487dbbe027c4fd7f8e99","true","36","US4VQ0660105","spotify:user:75p2140e0alu9ardn51dih4ci","2023-10-01T07:07:49Z"
"spotify:track:52fVArVuVU3VeYrehHxezE","Fury of the Storm","spotify:artist:2pH3wEn4eYlMMIIQyKPbVR","DragonForce","spotify:album:1bsXV7eEqa60n56sy4pq1D","Sonic Firestorm","spotify:artist:2pH3wEn4eYlMMIIQyKPbVR","DragonForce","2004-01-01","https://i.scdn.co/image/ab67616d0000b273a4b91f9806ebd39ae202dcc0","1","2","406840","https://p.scdn.co/mp3-preview/83b9ce50f62c8fe94e4dea40c2b7727dbad66a07?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","GBAJE0400118","spotify:user:75p2140e0alu9ardn51dih4ci","2023-10-01T07:08:01Z"
"spotify:track:1GevEuDw9tPirDBxz1DcpB","DA DA DANCE","spotify:artist:630wzNP2OL7fl4Xl0GnMWq, spotify:artist:3M1HWcYx5ztxCEeVxGdMVe","BABYMETAL, Tak Matsumoto","spotify:album:6rxRhft7JZtXavzHP2g2el","METAL GALAXY","spotify:artist:630wzNP2OL7fl4Xl0GnMWq","BABYMETAL","2019-10-11","https://i.scdn.co/image/ab67616d0000b2732bb4e77f30c614c2a7b67b9d","1","2","230759","https://p.scdn.co/mp3-preview/21b9120a2cfda913bfa4b3f8803c9a0ef65e5466?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","JPTF01907102","spotify:user:75p2140e0alu9ardn51dih4ci","2023-10-10T03:45:30Z"
"spotify:track:4f5Glh6TkdXN2osSIpVBNI","Road of Resistance","spotify:artist:630wzNP2OL7fl4Xl0GnMWq","BABYMETAL","spotify:album:6Eepi724OOt38pTaUrZErI","BABYMETAL","spotify:artist:630wzNP2OL7fl4Xl0GnMWq","BABYMETAL","2015-05-11","https://i.scdn.co/image/ab67616d0000b273d01512173f11eec708e1768f","1","14","318026","https://p.scdn.co/mp3-preview/6336074661ad6d5f2d0f55813d89919c210fe671?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","JPTF01418801","spotify:user:75p2140e0alu9ardn51dih4ci","2023-10-10T03:45:38Z"
"spotify:track:4EFb9FhLyFiDbYKwBwDZre","We Got the Moves","spotify:artist:1WNoKxsp715jez1Td4vthc","Electric Callboy","spotify:album:3DlJt0IZ2E2YHTdyP9napb","We Got the Moves","spotify:artist:1WNoKxsp715jez1Td4vthc","Electric Callboy","2021-09-03","https://i.scdn.co/image/ab67616d0000b27347f20c3f01aa0c731ac82d23","1","1","206858","https://p.scdn.co/mp3-preview/1962b608d7ca04aba49eb6a9bb69374b67aacc5a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","57","GBDHC2227201","spotify:user:75p2140e0alu9ardn51dih4ci","2023-10-10T14:45:35Z"
"spotify:track:1nrX903hwRGFc2G0hHb8iv","Becoming the Dragon","spotify:artist:278ZYwGhdK6QTzE3MFePnP","Trivium","spotify:album:42MixogSAsobX5po649Y0j","The Crusade","spotify:artist:278ZYwGhdK6QTzE3MFePnP","Trivium","2006-01-01","https://i.scdn.co/image/ab67616d0000b2734e00ad1ee63e0ce4d40af535","1","7","283813","https://p.scdn.co/mp3-preview/56864921ee7e636f29278dda9b2356e9f8eb2468?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","NLA320682494","spotify:user:75p2140e0alu9ardn51dih4ci","2023-10-19T21:20:33Z"
"spotify:track:6efSwlK3LOlWOeKK9xlUKF","Jekyll and Hyde","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","spotify:album:4KXYNMizBHgXUFM1UOUhoJ","Got Your Six","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","2015-09-04","https://i.scdn.co/image/ab67616d0000b2734804f1513736e5e2b3e053dc","1","2","206903","https://p.scdn.co/mp3-preview/6ac4d81af3cf1fb30e69863bfa0c8a5e6eef9173?cid=9950ac751e34487dbbe027c4fd7f8e99","true","64","US5Z51500620","spotify:user:75p2140e0alu9ardn51dih4ci","2023-11-15T18:52:16Z"
"spotify:track:2W2eaLVKv9NObcLXlYRZZo","Spit It Out","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:2dL9Q5AtIv4Rw1L6lKcIUc","Slipknot (10th Anniversary Edition)","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2009-09-09","https://i.scdn.co/image/ab67616d0000b27379185e24a84ad5d0ad463d20","1","6","159773","https://p.scdn.co/mp3-preview/3c0246fb94b5e9ab9bc7d3e794893b978c94bfc3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","60","NLA329980196","spotify:user:75p2140e0alu9ardn51dih4ci","2023-11-19T23:08:41Z"
"spotify:track:3BFtyx1p7GM4ORKIsF3Bid","Eternal","spotify:artist:2ap0VHaEzqmw4tIMmIV7S6","Into Eternity","spotify:album:0fy7Z7GsAlfNtRiun80mNI","The Scattering of Ashes","spotify:artist:2ap0VHaEzqmw4tIMmIV7S6","Into Eternity","2006-07-13","https://i.scdn.co/image/ab67616d0000b27360ebc80b401bf01e0a4979d3","1","8","193200","https://p.scdn.co/mp3-preview/e308f045279bd3096d352a50e61271ac53c8041b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","US4E40637608","spotify:user:75p2140e0alu9ardn51dih4ci","2023-11-30T01:01:55Z"
"spotify:track:7ta0HM3JFZE7b9gR0ZrU4z","Bloody Tears (From ""Castlevania II: Simon's Quest"") [Metal Cover]","spotify:artist:0UdXuDV03tv6hh1WSbQlrG","ToxicxEternity","spotify:album:2KJ1Qh8SwWNIkpLdEFUx8i","VG Metal Covers, Vol. 8","spotify:artist:0UdXuDV03tv6hh1WSbQlrG","ToxicxEternity","2016-09-23","https://i.scdn.co/image/ab67616d0000b2739160a27314ed1ad0162fda17","1","7","156619","https://p.scdn.co/mp3-preview/10b88742125edb36596357f0826bb47a0370a0c4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","USE831595255","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-17T04:54:17Z"
"spotify:track:1yYE8EyuIV0rrvQ1bA2Fyf","Happy Song","spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","Bring Me The Horizon","spotify:album:7FqHuAvmREiIwVXVpZ9ooP","That's The Spirit","spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","Bring Me The Horizon","2015-09-11","https://i.scdn.co/image/ab67616d0000b273413697269620e16f4466f543","1","2","239386","https://p.scdn.co/mp3-preview/fe40c5e8c8be64ee2b7a607ef6f7a024bb025dc1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","GBARL1500769","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:10Z"
"spotify:track:5Oxx2ro8QfsTFWrKXSLbvA","Take That (Bonus Track)","spotify:artist:0qPGd8tOMHlFZt8EA1uLFY","RIOT","spotify:album:1AUS845POFhV3oDytPImEZ","Dogma Resistance","spotify:artist:0qPGd8tOMHlFZt8EA1uLFY","RIOT","2019-11-07","https://i.scdn.co/image/ab67616d0000b273a8db10e4d2b0198b9d40dd15","1","10","195371","https://p.scdn.co/mp3-preview/3d9424a7fcbbb1a0894b54c0d157961dbe4ff652?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","CA6D21900354","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:21Z"
"spotify:track:47VSmPTydr0saGjbQGwCeg","Disasterpiece","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:5Zs0mNCTs73CqPKbZPWFX9","Iowa (10th Anniversary Edition)","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2001","https://i.scdn.co/image/ab67616d0000b273a62eefef8ee83d5e09aa8331","1","3","308306","https://p.scdn.co/mp3-preview/258fcf65dca852ddda4a1672e0493c26233aeccf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","NLA320119555","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:26Z"
"spotify:track:4SsgF844NGbl7UFcymqWKy","Red Flag","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:754RY5WpZ2LTUZsk8kDBju","We Are Not Your Kind","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2019-08-09","https://i.scdn.co/image/ab67616d0000b27326f20b4d67c0c7b0f137ce4f","1","8","251697","https://p.scdn.co/mp3-preview/91f1e454aba2258edd5c830996e1532950505871?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","NLA321900100","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:34Z"
"spotify:track:3XFaGEb6daqdj39ThpJ2XI","Critical Darling","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:754RY5WpZ2LTUZsk8kDBju","We Are Not Your Kind","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2019-08-09","https://i.scdn.co/image/ab67616d0000b27326f20b4d67c0c7b0f137ce4f","1","6","385818","https://p.scdn.co/mp3-preview/018fcc45b98cce8e82f5130e5c19202574b71e3f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","NLA321900098","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:37Z"
"spotify:track:1158ckiB5S4cpsdYHDB9IF","My Own Summer (Shove It)","spotify:artist:6Ghvu1VvMGScGpOUJBAHNH","Deftones","spotify:album:7o4UsmV37Sg5It2Eb7vHzu","Around the Fur","spotify:artist:6Ghvu1VvMGScGpOUJBAHNH","Deftones","1997-10-27","https://i.scdn.co/image/ab67616d0000b2730b1129853982ea17845d4eb6","1","1","214760","https://p.scdn.co/mp3-preview/369351855a3f60831f17edb8ae86bd201c51619c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USMV29700142","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:43Z"
"spotify:track:0O7lENhqOySbsL743G7PqD","Vermilion, Pt. 2","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","spotify:album:4ZDBQSIDIZRUBOG2OHcN3T","Vol. 3: The Subliminal Verses (Special Edition)","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","2004","https://i.scdn.co/image/ab67616d0000b2736b3463e7160d333ada4b175a","1","11","224320","https://p.scdn.co/mp3-preview/b53055a34dd79946b2c1512e473c3b02d6e0c736?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","NLA320420826","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:50Z"
"spotify:track:764tjTdpGxEA4gL79OSb8Y","Collide","spotify:artist:4yhNY8xvaMkaFB9hiLlO3C","Anarchy Club","spotify:album:49nYSjAwzeecjRWY3Q0Igm","A Single Drop Of Red","spotify:artist:4yhNY8xvaMkaFB9hiLlO3C","Anarchy Club","2007-01-01","https://i.scdn.co/image/ab67616d0000b273c11d0e12dff8a7069354e65e","1","2","195453","https://p.scdn.co/mp3-preview/a60af360932f390f054acdb5a07bdfa7930090fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","usl4r0707640","spotify:user:75p2140e0alu9ardn51dih4ci","2023-12-21T03:41:54Z"
